symbol,timeframe,strategy,side,entry_time,entry_price,stop,tp,size,exit_time,exit_price,pnl,reason,entry_level,oi_filtered
ETHUSDT,15m,FifteenMinStrategy,short,1722906000.0,2541.13,2557.6197199999997,2287.017,1,1723132800.0,2569.7,-28.56999999999971,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1723133700.0,2574.65,2478.4332,2832.1150000000002,1,1724796000.0,2420.41,-154.24000000000024,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1724804100.0,2437.45,2474.41896,2193.7049999999995,1,1724815800.0,2475.1,-37.65000000000009,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1724824800.0,2466.59,2472.70554,2219.931,1,1724836500.0,2477.86,-11.269999999999982,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1724837400.0,2481.27,2494.0564799999997,2233.1429999999996,1,1724838300.0,2541.0,-59.73000000000002,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1724839200.0,2525.21,2511.966,2777.731,1,1724852700.0,2483.81,-41.40000000000009,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1724853600.0,2519.7,2537.5096000000003,2267.7299999999996,1,1724878800.0,2540.53,-20.830000000000382,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1724879700.0,2548.68,2564.8184,2293.8119999999994,1,1724933700.0,2565.0,-16.320000000000164,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1724949000.0,2569.82,2557.728,2826.8020000000006,1,1724954400.0,2555.8,-14.019999999999982,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1724955300.0,2543.99,2584.7592,2289.5909999999994,1,1725638400.0,2282.36,261.62999999999965,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1725639300.0,2280.11,2250.96,2508.1210000000005,1,1725643800.0,2247.82,-32.289999999999964,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1725644700.0,2245.5,2277.07506,2020.9499999999998,1,1725691500.0,2277.23,-31.730000000000018,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1725693300.0,2287.72,2297.152,2058.9479999999994,1,1725721200.0,2297.92,-10.200000000000273,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1725727500.0,2289.07,2277.2046,2517.9770000000003,1,1725731100.0,2272.74,-16.330000000000382,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1725741000.0,2278.9,2298.5579399999997,2051.0099999999998,1,1725786000.0,2305.0,-26.09999999999991,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1725795900.0,2296.6,2285.073,2526.26,1,1725799500.0,2277.2,-19.40000000000009,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1725800400.0,2274.19,2299.5981599999996,2046.771,1,1725833700.0,2328.39,-54.19999999999982,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1725834600.0,2301.31,2294.4119800000003,2531.4410000000003,1,1725835500.0,2293.46,-7.849999999999909,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1725845400.0,2312.6,2322.46284,2081.3399999999997,1,1725869700.0,2325.74,-13.139999999999873,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1725874200.0,2321.83,2312.38332,2554.013,1,1725883200.0,2310.75,-11.079999999999927,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1725884100.0,2303.55,2290.8,2533.905,1,1725891300.0,2289.49,-14.0600000000004,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1725893100.0,2278.54,2268.70872,2506.3940000000002,1,1726454700.0,2261.26,-17.279999999999745,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1726459200.0,2279.7,2289.5216,2051.7299999999996,1,1726462800.0,2290.0,-10.300000000000182,TP/SL/BMS/CHOCH,B,False
